1|1|0.0
1|601166|0.159915
1|601998|0.192578
1|601009|0.198088
1|601328|0.234313
1|2142|0.234403
1|600016|0.236976
1|601398|0.254632
1|601169|0.267136
1|601939|0.275492
2|2|0.0
2|600383|0.156338
2|600376|0.182001
2|402|0.182336
2|600657|0.246094
2|24|0.257828
2|69|0.268995
2|43|0.287248
2|601939|0.290016
2|601398|0.292269
4|4|0.0
4|300401|0.277872
4|823|0.299635
4|2046|0.316244
4|300301|0.325526
4|600601|0.329371
4|300258|0.332837
4|300341|0.345924
4|2253|0.350851
4|300395|0.352043
5|1|1.0
5|600171|1.0
5|600170|1.0
5|600169|1.0
5|600168|1.0
5|600167|1.0
5|600166|1.0
5|600165|1.0
5|600163|1.0
5|600162|1.0
6|6|0.0
6|11|0.16096
6|42|0.266973
6|43|0.279111
6|40|0.305924
6|29|0.310108
6|601001|0.315851
6|39|0.325239
6|600223|0.332808
6|608|0.341745
7|7|0.0
7|600791|0.377767
7|600698|0.505106
7|300120|0.534282
7|600898|0.537687
7|600070|0.541277
7|600088|0.545835
7|2158|0.548357
7|43|0.550237
7|2608|0.563897
8|8|0.0
8|600828|0.552046
8|600689|0.583263
8|600719|0.596269
8|600644|0.596608
8|887|0.598315
8|987|0.61356
8|600039|0.616903
8|762|0.620595
8|600806|0.626446
9|9|0.0
9|2243|0.374359
9|511|0.387482
9|2666|0.413015
9|600139|0.41415
9|600686|0.415557
9|823|0.42528
9|600624|0.432176
9|2091|0.433458
9|965|0.439692
10|1|1.0
10|600171|1.0
10|600170|1.0
10|600169|1.0
10|600168|1.0
10|600167|1.0
10|600166|1.0
10|600165|1.0
10|600163|1.0
10|600162|1.0
11|11|0.0
11|6|0.16096
11|43|0.220878
11|42|0.234453
11|39|0.288272
11|600153|0.291405
11|36|0.300555
11|40|0.306886
11|608|0.31133
11|809|0.314045
12|12|0.0
12|2264|0.416247
12|600602|0.484646
12|2656|0.492818
12|2607|0.503664
12|2161|0.531745
12|2024|0.533759
12|300040|0.546102
12|541|0.547266
12|600744|0.548059
14|14|0.0
14|42|0.309906
14|11|0.336135
14|600439|0.343183
14|608|0.358738
14|600356|0.371761
14|736|0.374246
14|600393|0.374878
14|300152|0.382552
14|2628|0.386365
16|16|0.0
16|600370|0.420625
16|600796|0.50367
16|300094|0.506483
16|2046|0.507419
16|300176|0.515685
16|534|0.517857
16|2214|0.523804
16|300284|0.527729
16|300045|0.528279
17|17|0.0
17|32|0.422216
17|2461|0.445564
17|600284|0.457127
17|2080|0.479663
17|600513|0.487632
17|721|0.495589
17|725|0.497674
17|300277|0.509878
17|300305|0.510669
18|18|0.0
18|2032|0.485959
18|600329|0.507937
18|600337|0.531985
18|628|0.533137
18|600211|0.539776
18|600276|0.546909
18|600713|0.551623
18|2398|0.561122
18|300151|0.562878
19|19|0.0
19|600776|0.426685
19|600203|0.427056
19|2229|0.431426
19|2111|0.431453
19|600397|0.45873
19|600345|0.459202
19|300308|0.468526
19|816|0.470299
19|600386|0.472942
20|20|0.0
20|600351|0.263161
20|600423|0.317293
20|600360|0.320876
20|300144|0.333711
20|2650|0.338842
20|600555|0.345286
20|615|0.350558
20|600714|0.35188
20|2198|0.355042
21|21|0.0
21|600601|0.32746
21|300225|0.347125
21|551|0.348706
21|300258|0.353382
21|2696|0.355718
21|2092|0.360118
21|2311|0.365796
21|735|0.367282
21|2391|0.376549
22|22|0.0
22|88|0.279343
22|507|0.317804
22|600755|0.396097
22|600897|0.402658
22|39|0.421832
22|600751|0.467303
22|600153|0.479171
22|600225|0.493975
22|600428|0.496803
23|23|0.0
23|2275|0.421781
23|2662|0.430887
23|600202|0.458206
23|718|0.491482
23|600742|0.491744
23|2022|0.494102
23|600197|0.496876
23|2422|0.497398
23|2232|0.503925
24|24|0.0
24|2|0.257828
24|600376|0.325745
24|600657|0.345849
24|600383|0.372045
24|402|0.390795
24|600016|0.430348
24|600|0.433215
24|601939|0.441366
24|601398|0.441419
25|25|0.0
25|600686|0.417448
25|973|0.443285
25|2615|0.445576
25|2281|0.458775
25|600299|0.459698
25|600487|0.473653
25|2054|0.474475
25|600577|0.477331
25|2284|0.486228
26|26|0.0
26|2274|0.414592
26|2291|0.429593
26|2014|0.445052
26|300347|0.450677
26|2236|0.451647
26|600167|0.466305
26|300214|0.469332
26|300406|0.470191
26|2610|0.470873
27|27|0.0
27|543|0.254751
27|600780|0.293311
27|600308|0.301535
27|552|0.31473
27|539|0.327271
27|600131|0.327491
27|531|0.327686
27|600508|0.32984
27|600641|0.331061
28|28|0.0
28|600511|0.394614
28|600173|0.43287
28|600790|0.455399
28|2683|0.483582
28|600353|0.489118
28|2282|0.492909
28|639|0.494056
28|600889|0.494659
28|759|0.497544
29|29|0.0
29|6|0.310108
29|11|0.320435
29|600743|0.389156
29|600809|0.40233
29|601001|0.411318
29|600251|0.417212
29|600616|0.423524
29|552|0.427328
29|43|0.427778
30|30|0.0
30|600888|0.335887
30|2025|0.336939
30|600740|0.341908
30|300111|0.349111
30|600467|0.34926
30|2278|0.350194
30|572|0.367819
30|600500|0.369426
30|300106|0.3703
31|31|0.0
31|600737|0.21876
31|930|0.237495
31|151|0.287749
31|402|0.30561
31|601918|0.320032
31|600376|0.361084
31|2|0.376225
31|600383|0.392276
31|600823|0.409778
32|32|0.0
32|756|0.286076
32|2109|0.302542
32|600740|0.307935
32|600611|0.310707
32|2226|0.317363
32|600360|0.317629
32|2082|0.319287
32|300106|0.32074
32|600393|0.324556
33|1|1.0
33|600171|1.0
33|600170|1.0
33|600169|1.0
33|600168|1.0
33|600167|1.0
33|600166|1.0
33|600165|1.0
33|600163|1.0
33|600162|1.0
34|34|0.0
34|600652|0.4911
34|812|0.495424
34|2290|0.541517
34|600510|0.559929
34|2160|0.560114
34|600516|0.568261
34|600522|0.576966
34|2708|0.57785
34|300065|0.578437
35|35|0.0
35|600257|0.341913
35|300105|0.362592
35|600580|0.373245
35|2621|0.386657
35|2422|0.397243
35|2202|0.39887
35|935|0.403705
35|600467|0.404248
35|600126|0.411335
36|36|0.0
36|600393|0.299471
36|11|0.300555
36|608|0.316637
36|600641|0.342183
36|600159|0.346497
36|667|0.356647
36|88|0.371807
36|42|0.373529
36|43|0.373939
37|37|0.0
37|601918|0.389475
37|601872|0.418045
37|27|0.43365
37|11|0.447643
37|42|0.457915
37|987|0.467479
37|600622|0.477293
37|760|0.4773
37|600107|0.47793
38|38|0.0
38|2290|0.363184
38|2624|0.469596
38|600226|0.471285
38|2110|0.499371
38|626|0.504311
38|2125|0.504441
38|547|0.52152
38|25|0.529731
38|752|0.53337
39|39|0.0
39|601699|0.28338
39|11|0.288272
39|88|0.292125
39|600820|0.298595
39|157|0.302942
39|600031|0.309124
39|601088|0.317649
39|6|0.325239
39|2|0.333235
40|40|0.0
40|6|0.305924
40|11|0.306886
40|838|0.341916
40|43|0.35157
40|736|0.35674
40|36|0.37723
40|600325|0.401915
40|926|0.408711
40|620|0.426069
42|42|0.0
42|11|0.234453
42|6|0.266973
42|14|0.309906
42|600641|0.356406
42|926|0.357781
42|43|0.358815
42|600867|0.36425
42|600439|0.366454
42|39|0.369707
43|43|0.0
43|11|0.220878
43|600791|0.236568
43|926|0.278895
43|6|0.279111
43|2|0.287248
43|600622|0.303401
43|600159|0.316734
43|736|0.317434
43|600383|0.330321
45|45|0.0
45|2696|0.344496
45|600527|0.371752
45|2613|0.382143
45|2082|0.394806
45|600854|0.398607
45|600439|0.400813
45|600467|0.404509
45|980|0.409318
45|600825|0.413015
46|46|0.0
46|402|0.36153
46|600376|0.382463
46|563|0.428845
46|776|0.439077
46|601009|0.450305
46|600657|0.451375
46|601988|0.455318
46|712|0.460515
46|601939|0.462461
48|48|0.0
48|300264|0.414078
48|300076|0.43808
48|823|0.475401
48|300286|0.475788
48|300080|0.476639
48|2729|0.479047
48|2094|0.480738
48|300020|0.482248
48|665|0.483806
49|49|0.0
49|2091|0.332737
49|2618|0.349826
49|2731|0.409186
49|2008|0.413658
49|600182|0.420135
49|600261|0.421886
49|2185|0.430548
49|600596|0.433128
49|2606|0.434075
50|50|0.0
50|300325|0.431639
50|2296|0.449831
50|816|0.463609
50|2706|0.464929
50|300080|0.4698
50|2709|0.473301
50|701|0.47441
50|682|0.483802
50|600139|0.488714
55|55|0.0
55|420|0.31282
55|96|0.329678
55|2621|0.345152
55|533|0.350161
55|419|0.360146
55|600241|0.365323
55|300080|0.365786
55|600192|0.378382
55|726|0.380379
56|56|0.0
56|600306|0.376056
56|601005|0.389251
56|880|0.39012
56|2226|0.393489
56|600882|0.403925
56|2685|0.413281
56|600859|0.418846
56|601003|0.431531
56|600183|0.431755
58|58|0.0
58|300080|0.370899
58|2069|0.381286
58|2083|0.381775
58|608|0.388792
58|600360|0.392872
58|722|0.400059
58|600295|0.405099
58|600183|0.413015
58|936|0.419913
59|59|0.0
59|300157|0.431578
59|738|0.443055
59|2606|0.455624
59|707|0.456084
59|600456|0.471455
59|601139|0.475236
59|818|0.476036
59|600596|0.488572
59|2083|0.491197
60|60|0.0
60|878|0.228202
60|600497|0.248704
60|601168|0.274473
60|608|0.274937
60|600595|0.278538
60|993|0.278727
60|600362|0.283297
60|2165|0.28404
60|933|0.286841
61|61|0.0
61|600359|0.387106
61|993|0.392471
61|538|0.392878
61|708|0.393125
61|600792|0.39549
61|60|0.396452
61|2097|0.41165
61|601005|0.413603
61|419|0.419475
62|62|0.0
62|600599|0.360603
62|600797|0.411623
62|2095|0.460229
62|2183|0.480877
62|555|0.490521
62|300295|0.496627
62|2065|0.501325
62|600536|0.504721
62|300051|0.507435
63|63|0.0
63|983|0.361777
63|601168|0.364068
63|600825|0.368611
63|937|0.370201
63|600531|0.37102
63|601699|0.376399
63|2155|0.383138
63|600997|0.396234
63|600348|0.397618
65|65|0.0
65|758|0.350307
65|603|0.406155
65|600169|0.417423
65|2200|0.421552
65|807|0.424229
65|600403|0.43323
65|600595|0.439288
65|300200|0.444829
65|430|0.452335
66|66|0.0
66|300013|0.354523
66|2666|0.39839
66|2045|0.400759
66|2449|0.401745
66|600757|0.402565
66|2232|0.409694
66|2649|0.415777
66|600161|0.416128
66|2017|0.419969
68|68|0.0
68|600293|0.365868
68|300078|0.406991
68|2036|0.467882
68|600438|0.47495
68|636|0.494659
68|600312|0.600782
68|633|0.602529
68|300269|0.613249
68|2712|0.618565
69|69|0.0
69|2|0.268995
69|600886|0.323871
69|600657|0.326515
69|926|0.338876
69|600641|0.344246
69|402|0.377213
69|11|0.377761
69|600159|0.3779
69|600162|0.381462
70|70|0.0
70|2728|0.23042
70|605|0.319022
70|300131|0.430921
70|2127|0.466704
70|600679|0.481232
70|591|0.496893
70|600552|0.534083
70|300073|0.536244
70|600741|0.544667
78|78|0.0
78|2665|0.385734
78|600200|0.406635
78|2730|0.407637
78|600521|0.418662
78|2623|0.443738
78|2671|0.445882
78|534|0.446148
78|300152|0.450854
78|2080|0.452959
88|88|0.0
